"","X0.2","X0.5","X1"
"684",0.245,0.779,0.933
"685",0.43,0.873,0.972
"686",0.161,0.624,0.909
"687",0.263,0.78,0.949
"688",0.227,0.711,0.935
"689",0.303,0.797,0.933
"690",0.209,0.73,0.937
"691",0.177,0.693,0.916
"692",0.24,0.743,0.927
"693",0.196,0.697,0.915
"694",0.156,0.649,0.904
"695",0.21,0.666,0.928
"696",0.254,0.791,0.946
"697",0.052,0.596,0.902
"698",0.053,0.571,0.85
"699",0.186,0.734,0.914
"700",0.23,0.737,0.928
"701",0.037,0.587,0.894
"702",0.33,0.844,0.968
"703",0.178,0.634,0.91
"704",0.296,0.803,0.948
"705",0.126,0.657,0.909
"706",0.238,0.725,0.924
"707",0.156,0.604,0.874
"708",0.268,0.785,0.938
"709",0.288,0.786,0.942
"710",0.152,0.589,0.89
"711",0.232,0.723,0.938
"712",0.134,0.594,0.894
"713",0.339,0.826,0.958
"714",0.112,0.621,0.899
"715",0.111,0.543,0.871
"716",0.178,0.659,0.922
"717",0.238,0.754,0.927
"718",0.154,0.624,0.903
"719",0.239,0.754,0.947
"720",0.477,0.888,0.982
"721",0.163,0.63,0.898
"722",0.226,0.766,0.943
"723",0.17,0.724,0.931
"724",0.196,0.692,0.937
"725",0.214,0.752,0.935
"726",0.242,0.799,0.958
"727",0.148,0.647,0.901
"728",0.33,0.847,0.962
"729",0.271,0.821,0.954
"730",0.221,0.721,0.941
"731",0.312,0.838,0.956
"732",0.182,0.762,0.943
"733",0.203,0.722,0.936
"734",0.308,0.802,0.953
"735",0.184,0.664,0.925
"736",0.166,0.637,0.903
"737",0.039,0.47,0.847
"738",0.333,0.79,0.959
"739",0.242,0.734,0.925
"740",0.27,0.734,0.938
"741",0.197,0.671,0.913
"742",0.15,0.587,0.904
"743",0.213,0.708,0.937
"744",0.345,0.849,0.94
"745",0.047,0.47,0.859
"746",0.291,0.789,0.945
"747",0.147,0.58,0.876
"748",0.254,0.773,0.946
"749",0.167,0.644,0.897
"750",0.181,0.656,0.896
"751",0.171,0.632,0.904
"752",0.177,0.734,0.939
"753",0.196,0.602,0.889
"754",0.159,0.666,0.907
"755",0.234,0.761,0.939
"756",0.167,0.571,0.903
"757",0.188,0.695,0.945
"758",0.295,0.799,0.934
"759",0.193,0.692,0.932
"760",0.141,0.657,0.898
"761",0.439,0.887,0.976
"762",0.325,0.866,0.978
"763",0.16,0.57,0.852
"764",0.176,0.655,0.9
"765",0.241,0.743,0.919
"766",0.242,0.739,0.935
"767",0.211,0.761,0.937
"768",0.044,0.371,0.754
"769",0.166,0.664,0.907
"770",0.176,0.632,0.903
"771",0.19,0.721,0.934
"772",0.153,0.644,0.91
"773",0.213,0.705,0.935
"774",0.052,0.533,0.867
"775",0.165,0.577,0.85
"776",0.162,0.525,0.856
"777",0.205,0.704,0.929
"778",0.352,0.833,0.963
"779",0.184,0.709,0.916
"780",0.317,0.814,0.947
"781",0.205,0.673,0.933
"782",0.168,0.72,0.94
"783",0.151,0.649,0.947
"784",0.335,0.841,0.965
"785",0.272,0.778,0.945
"786",0.192,0.627,0.911
"787",0.193,0.689,0.932
"788",0.232,0.719,0.928
"789",0.141,0.626,0.881
"790",0.165,0.618,0.882
"791",0.231,0.76,0.945
"792",0.292,0.798,0.954
"793",0.143,0.595,0.862
"794",0.195,0.694,0.926
"795",0.137,0.639,0.897
"796",0.309,0.821,0.969
"797",0.211,0.724,0.933
"798",0.232,0.743,0.932
"799",0.237,0.752,0.938
"800",0.206,0.732,0.957
"801",0.395,0.868,0.97
"802",0.275,0.758,0.941
"803",0.154,0.668,0.926
"804",0.124,0.568,0.865
"805",0.289,0.805,0.947
"806",0.287,0.792,0.932
"807",0.116,0.519,0.844
"808",0.2,0.703,0.935
"809",0.252,0.791,0.963
"810",0.456,0.895,0.97
"811",0.408,0.864,0.969
"812",0.181,0.634,0.897
"813",0.163,0.697,0.905
"814",0.375,0.852,0.95
"815",0.235,0.766,0.944
"816",0.355,0.841,0.971
"817",0.303,0.768,0.945
"818",0.102,0.468,0.855
"819",0.272,0.813,0.95
"820",0.271,0.801,0.938
"821",0.106,0.658,0.911
"822",0.111,0.636,0.9
"823",0.192,0.665,0.903
"824",0.183,0.7,0.897
"825",0.195,0.638,0.907
"826",0.193,0.631,0.903
"827",0.181,0.738,0.946
"828",0.284,0.821,0.958
"829",0.198,0.681,0.913
"830",0.125,0.616,0.909
"831",0.126,0.535,0.877
"832",0.184,0.686,0.941
"833",0.25,0.744,0.943
"834",0.277,0.819,0.945
"835",0.152,0.651,0.92
"836",0.161,0.577,0.895
"837",0.281,0.807,0.953
"838",0.176,0.759,0.943
"839",0.219,0.779,0.948
"840",0.214,0.71,0.913
"841",0.372,0.834,0.956
"842",0.038,0.426,0.819
"843",0.255,0.797,0.94
"844",0.235,0.77,0.929
"845",0.183,0.72,0.914
"846",0.314,0.798,0.953
"847",0.212,0.722,0.926
"848",0.172,0.664,0.918
"849",0.169,0.621,0.875
"850",0.147,0.605,0.877
"851",0.206,0.738,0.917
"852",0.177,0.682,0.895
"853",0.137,0.629,0.912
"854",0.19,0.736,0.937
"855",0.234,0.746,0.931
"856",0.321,0.798,0.962
"857",0.252,0.773,0.93
"858",0.166,0.64,0.901
"859",0.419,0.877,0.968
"860",0.237,0.752,0.932
"861",0.256,0.76,0.949
"862",0.045,0.473,0.805
"863",0.246,0.771,0.933
"864",0.165,0.628,0.895
"865",0.201,0.692,0.931
"866",0.24,0.772,0.952
"867",0.055,0.425,0.769
"868",0.222,0.737,0.952
"869",0.246,0.771,0.95
"870",0.244,0.763,0.957
"871",0.152,0.696,0.911
"872",0.281,0.823,0.949
"873",0.276,0.782,0.96
"874",0.078,0.608,0.891
"875",0.154,0.544,0.86
"876",0.25,0.729,0.915
"877",0.268,0.794,0.956
"878",0.196,0.729,0.943
"879",0.162,0.591,0.894
"880",0.205,0.69,0.92
"881",0.182,0.652,0.904
"882",0.184,0.733,0.932
"883",0.339,0.779,0.947
"884",0.201,0.683,0.905
"885",0.223,0.703,0.915
"886",0.292,0.807,0.952
"887",0.265,0.826,0.964
"888",0.245,0.753,0.945
"889",0.299,0.782,0.954
"890",0.246,0.732,0.938
"891",0.175,0.628,0.895
"892",0.266,0.744,0.936
"893",0.291,0.762,0.96
"894",0.265,0.782,0.956
"895",0.144,0.57,0.9
"896",0.143,0.543,0.872
"897",0.225,0.749,0.933
"898",0.202,0.703,0.942
"899",0.061,0.434,0.809
"900",0.172,0.595,0.882
"901",0.193,0.631,0.898
"902",0.229,0.759,0.942
"903",0.247,0.76,0.946
"904",0.21,0.722,0.914
"905",0.18,0.631,0.884
"906",0.283,0.794,0.943
"907",0.28,0.788,0.946
"908",0.251,0.769,0.933
"909",0.208,0.749,0.944
"910",0.229,0.771,0.938
"911",0.28,0.79,0.914
"912",0.146,0.567,0.882
"913",0.265,0.771,0.955
"914",0.168,0.583,0.892
"915",0.228,0.728,0.93
"916",0.181,0.72,0.932
"917",0.207,0.747,0.95
"918",0.297,0.784,0.939
"919",0.295,0.795,0.945
"920",0.203,0.724,0.933
"921",0.261,0.779,0.938
"922",0.242,0.792,0.95
"923",0.279,0.784,0.938
"924",0.229,0.753,0.933
"925",0.187,0.732,0.936
"926",0.267,0.784,0.941
"927",0.372,0.868,0.966
"928",0.278,0.83,0.962
"929",0.172,0.703,0.912
"930",0.166,0.616,0.912
"931",0.103,0.548,0.873
"932",0.255,0.785,0.951
"933",0.172,0.732,0.922
"934",0.211,0.71,0.924
"935",0.191,0.691,0.902
"936",0.212,0.697,0.912
"937",0.242,0.772,0.942
"938",0.227,0.712,0.916
"939",0.2,0.681,0.924
"940",0.244,0.797,0.945
"941",0.321,0.801,0.949
"942",0.207,0.706,0.928
"943",0.189,0.725,0.955
"944",0.277,0.779,0.924
"945",0.166,0.661,0.908
"946",0.189,0.71,0.933
"947",0.418,0.861,0.961
"948",0.208,0.721,0.923
"949",0.251,0.755,0.922
"950",0.285,0.794,0.938
"951",0.325,0.852,0.963
"952",0.211,0.741,0.937
"953",0.078,0.484,0.832
"954",0.146,0.656,0.895
"955",0.273,0.754,0.923
"956",0.314,0.803,0.961
"957",0.213,0.646,0.921
"958",0.087,0.447,0.845
"959",0.233,0.749,0.934
"960",0.206,0.737,0.923
"961",0.415,0.888,0.963
"962",0.283,0.79,0.952
"963",0.212,0.776,0.949
"964",0.21,0.776,0.953
"965",0.352,0.802,0.956
"966",0.196,0.733,0.947
"967",0.143,0.578,0.889
"968",0.296,0.805,0.942
"969",0.161,0.688,0.91
"970",0.191,0.716,0.941
"971",0.279,0.79,0.945
"972",0.292,0.802,0.949
"973",0.169,0.663,0.897
"974",0.23,0.735,0.961
"975",0.309,0.788,0.935
"976",0.372,0.837,0.966
"977",0.238,0.708,0.929
"978",0.215,0.65,0.909
"979",0.15,0.725,0.939
"980",0.174,0.583,0.909
"981",0.257,0.774,0.957
"982",0.147,0.512,0.859
"983",0.178,0.674,0.919
"984",0.211,0.762,0.906
"985",0.272,0.823,0.955
"986",0.244,0.765,0.964
"987",0.186,0.681,0.923
"988",0.218,0.752,0.942
"989",0.162,0.567,0.863
"990",0.036,0.558,0.866
"991",0.148,0.68,0.921
"992",0.148,0.554,0.863
"993",0.232,0.671,0.912
"994",0.284,0.782,0.938
"995",0.237,0.741,0.91
"996",0.169,0.689,0.911
"997",0.195,0.739,0.942
"998",0.204,0.74,0.928
"999",0.236,0.771,0.953
"1000",0.51,0.881,0.969
"1001",0.133,0.678,0.933
"1002",0.378,0.814,0.934
"1003",0.167,0.614,0.89
"1004",0.243,0.748,0.934
"1005",0.181,0.716,0.917
"1006",0.326,0.859,0.965
"1007",0.359,0.861,0.968
"1008",0.211,0.683,0.91
"1009",0.234,0.716,0.936
"1010",0.157,0.619,0.878
"1011",0.137,0.48,0.859
"1012",0.196,0.72,0.931
"1013",0.11,0.439,0.815
"1014",0.215,0.701,0.918
"1015",0.158,0.606,0.915
"1016",0.286,0.793,0.955
"1017",0.196,0.683,0.909
"1018",0.292,0.788,0.919
"1019",0.232,0.706,0.942
"1020",0.218,0.732,0.921
"1021",0.251,0.762,0.917
"1022",0.216,0.726,0.94
"1023",0.315,0.834,0.955
"1024",0.176,0.725,0.923
"1025",0.277,0.777,0.957
"1026",0.222,0.792,0.93
"1027",0.225,0.756,0.953
"1028",0.184,0.714,0.924
"1029",0.112,0.575,0.882
"1030",0.124,0.577,0.888
"1031",0.29,0.773,0.951
"1032",0.241,0.719,0.92
"1033",0.227,0.76,0.949
"1034",0.323,0.821,0.945
"1035",0.256,0.742,0.939
"1036",0.347,0.823,0.946
"1037",0.243,0.739,0.933
"1038",0.058,0.438,0.888
"1039",0.189,0.608,0.905
"1040",0.549,0.884,0.968
"1041",0.246,0.784,0.935
"1042",0.174,0.682,0.896
"1043",0.195,0.691,0.905
"1044",0.309,0.785,0.953
"1045",0.278,0.776,0.956
"1046",0.158,0.648,0.923
"1047",0.164,0.578,0.891
"1048",0.173,0.699,0.918
"1049",0.178,0.707,0.924
"1050",0.247,0.772,0.946
"1051",0.313,0.8,0.951
"1052",0.277,0.832,0.964
"1053",0.34,0.825,0.947
"1054",0.267,0.772,0.931
"1055",0.162,0.689,0.907
"1056",0.155,0.617,0.89
"1057",0.246,0.714,0.933
"1058",0.227,0.733,0.946
"1059",0.169,0.637,0.919
"1060",0.125,0.494,0.831
"1061",0.243,0.789,0.936
"1062",0.326,0.789,0.963
"1063",0.21,0.699,0.918
"1064",0.188,0.586,0.889
"1065",0.35,0.866,0.971
"1066",0.269,0.753,0.948
"1067",0.042,0.58,0.898
"1068",0.16,0.644,0.902
"1069",0.173,0.722,0.908
"1070",0.155,0.601,0.889
"1071",0.198,0.744,0.945
"1072",0.172,0.687,0.933
"1073",0.312,0.806,0.959
"1074",0.121,0.563,0.874
"1075",0.323,0.835,0.955
"1076",0.248,0.81,0.949
"1077",0.339,0.82,0.965
"1078",0.253,0.789,0.963
"1079",0.177,0.63,0.907
"1080",0.261,0.761,0.95
"1081",0.378,0.832,0.942
"1082",0.281,0.78,0.95
"1083",0.23,0.756,0.943
"1084",0.257,0.799,0.943
"1085",0.246,0.735,0.914
"1086",0.32,0.797,0.956
"1087",0.215,0.72,0.925
"1088",0.106,0.491,0.87
"1089",0.106,0.547,0.871
"1090",0.098,0.657,0.931
"1091",0.224,0.738,0.916
"1092",0.135,0.561,0.888
"1093",0.2,0.765,0.946
"1094",0.299,0.818,0.945
"1095",0.44,0.859,0.971
"1096",0.221,0.707,0.903
"1097",0.299,0.807,0.954
"1098",0.234,0.749,0.935
"1099",0.293,0.822,0.948
"1100",0.219,0.753,0.924
"1101",0.151,0.623,0.905
"1102",0.242,0.759,0.937
"1103",0.196,0.635,0.904
"1104",0.157,0.727,0.927
"1105",0.261,0.748,0.944
"1106",0.122,0.491,0.816
"1107",0.231,0.742,0.929
"1108",0.173,0.654,0.904
"1109",0.167,0.611,0.888
"1110",0.31,0.829,0.955
"1111",0.251,0.781,0.957
"1112",0.253,0.779,0.936
"1113",0.287,0.855,0.952
"1114",0.288,0.768,0.935
"1115",0.167,0.584,0.867
"1116",0.189,0.701,0.9
"1117",0.109,0.585,0.859
"1118",0.181,0.609,0.9
"1119",0.298,0.833,0.958
"1120",0.205,0.763,0.949
"1121",0.202,0.741,0.954
"1122",0.478,0.889,0.98
"1123",0.292,0.836,0.966
"1124",0.099,0.578,0.876
"1125",0.19,0.738,0.93
"1126",0.19,0.711,0.924
"1127",0.158,0.659,0.893
"1128",0.224,0.707,0.92
"1129",0.119,0.57,0.886
"1130",0.275,0.795,0.94
"1131",0.137,0.525,0.873
"1132",0.148,0.637,0.877
"1133",0.181,0.671,0.893
"1134",0.187,0.67,0.931
"1135",0.381,0.857,0.951
"1136",0.252,0.791,0.958
"1137",0.191,0.681,0.932
"1138",0.188,0.652,0.888
"1139",0.172,0.707,0.923
"1140",0.278,0.84,0.969
"1141",0.238,0.777,0.948
"1142",0.343,0.855,0.971
"1143",0.18,0.614,0.91
"1144",0.183,0.659,0.909
"1145",0.11,0.541,0.87
"1146",0.238,0.705,0.907
"1147",0.122,0.607,0.914
"1148",0.171,0.72,0.923
"1149",0.265,0.742,0.93
"1150",0.273,0.753,0.951
"1151",0.182,0.618,0.883
"1152",0.235,0.765,0.934
"1153",0.193,0.689,0.94
"1154",0.332,0.843,0.975
"1155",0.207,0.688,0.902
"1156",0.199,0.681,0.925
"1157",0.186,0.661,0.919
"1158",0.203,0.64,0.916
"1159",0.197,0.677,0.934
"1160",0.347,0.843,0.958
"1161",0.157,0.592,0.88
"1162",0.208,0.743,0.92
"1163",0.206,0.701,0.916
"1164",0.25,0.699,0.916
"1165",0.286,0.787,0.945
"1166",0.209,0.75,0.942
"1167",0.177,0.739,0.912
"1168",0.197,0.753,0.929
"1169",0.383,0.852,0.964
"1170",0.267,0.774,0.933
"1171",0.3,0.818,0.964
"1172",0.271,0.82,0.951
"1173",0.213,0.675,0.884
"1174",0.259,0.783,0.926
"1175",0.311,0.804,0.94
"1176",0.123,0.618,0.899
"1177",0.268,0.764,0.944
"1178",0.209,0.691,0.931
"1179",0.218,0.654,0.901
"1180",0.341,0.824,0.962
"1181",0.171,0.608,0.877
"1182",0.289,0.776,0.95
"1183",0.224,0.711,0.937
"1184",0.315,0.826,0.958
"1185",0.13,0.553,0.884
"1186",0.264,0.73,0.934
"1187",0.124,0.521,0.854
"1188",0.17,0.599,0.909
"1189",0.264,0.778,0.945
"1190",0.33,0.801,0.957
"1191",0.15,0.663,0.912
"1192",0.288,0.777,0.94
"1193",0.105,0.413,0.776
"1194",0.201,0.753,0.94
"1195",0.246,0.746,0.957
"1196",0.226,0.733,0.936
"1197",0.216,0.731,0.929
"1198",0.268,0.798,0.97
"1199",0.24,0.76,0.962
"1200",0.198,0.712,0.924
"1201",0.231,0.713,0.939
"1202",0.226,0.734,0.926
"1203",0.217,0.692,0.929
"1204",0.2,0.712,0.917
"1205",0.139,0.619,0.873
"1206",0.165,0.639,0.91
"1207",0.088,0.423,0.805
"1208",0.178,0.642,0.904
"1209",0.218,0.718,0.908
"1210",0.177,0.684,0.92
"1211",0.217,0.736,0.943
"1212",0.306,0.842,0.977
"1213",0.186,0.624,0.894
"1214",0.167,0.657,0.895
"1215",0.179,0.646,0.911
"1216",0.175,0.695,0.94
"1217",0.201,0.67,0.903
"1218",0.233,0.717,0.906
"1219",0.133,0.594,0.874
"1220",0.287,0.783,0.948
"1221",0.139,0.559,0.871
"1222",0.226,0.758,0.916
"1223",0.175,0.648,0.897
"1224",0.05,0.618,0.896
"1225",0.259,0.787,0.949
"1226",0.228,0.771,0.944
"1227",0.229,0.761,0.947
"1228",0.151,0.615,0.898
"1229",0.186,0.665,0.884
"1230",0.092,0.473,0.846
"1231",0.271,0.774,0.961
"1232",0.258,0.775,0.925
"1233",0.141,0.569,0.875
"1234",0.2,0.688,0.944
"1235",0.227,0.675,0.942
"1236",0.373,0.842,0.966
"1237",0.122,0.496,0.837
"1238",0.191,0.659,0.913
"1239",0.281,0.793,0.928
"1240",0.315,0.804,0.933
"1241",0.178,0.709,0.929
"1242",0.18,0.67,0.928
"1243",0.203,0.678,0.912
"1244",0.349,0.863,0.965
"1245",0.187,0.755,0.925
"1246",0.305,0.835,0.95
"1247",0.203,0.794,0.945
"1248",0.239,0.742,0.912
"1249",0.131,0.626,0.9
"1250",0.163,0.666,0.913
"1251",0.292,0.775,0.942
"1252",0.159,0.642,0.923
"1253",0.22,0.731,0.932
"1254",0.203,0.726,0.929
"1255",0.138,0.654,0.9
"1256",0.11,0.524,0.877
"1257",0.291,0.839,0.959
"1258",0.249,0.732,0.927
"1259",0.138,0.611,0.891
"1260",0.14,0.668,0.909
"1261",0.299,0.819,0.964
"1262",0.18,0.704,0.943
"1263",0.155,0.543,0.86
"1264",0.231,0.752,0.936
"1265",0.255,0.724,0.913
"1266",0.355,0.845,0.958
"1267",0.247,0.747,0.939
"1268",0.318,0.796,0.957
"1269",0.159,0.616,0.905
"1270",0.19,0.659,0.914
"1271",0.192,0.74,0.937
"1272",0.27,0.756,0.954
"1273",0.208,0.715,0.921
"1274",0.166,0.649,0.882
"1275",0.123,0.651,0.902
"1276",0.25,0.769,0.946
"1277",0.212,0.717,0.922
"1278",0.198,0.708,0.937
"1279",0.184,0.622,0.908
"1280",0.215,0.72,0.94
"1281",0.208,0.683,0.914
"1282",0.297,0.801,0.955
"1283",0.205,0.78,0.95
"1284",0.243,0.77,0.959
"1285",0.097,0.469,0.844
"1286",0.247,0.778,0.936
"1287",0.238,0.731,0.924
"1288",0.251,0.788,0.958
"1289",0.173,0.684,0.91
"1290",0.177,0.557,0.895
"1291",0.246,0.813,0.946
"1292",0.216,0.748,0.923
"1293",0.294,0.766,0.939
"1294",0.345,0.818,0.962
"1295",0.129,0.668,0.911
"1296",0.142,0.607,0.922
"1297",0.332,0.808,0.951
"1298",0.24,0.792,0.959
"1299",0.335,0.835,0.956
"1300",0.278,0.765,0.917
"1301",0.308,0.79,0.958
"1302",0.147,0.708,0.91
"1303",0.135,0.532,0.902
"1304",0.261,0.776,0.963
"1305",0.241,0.775,0.939
"1306",0.363,0.818,0.957
"1307",0.176,0.632,0.914
"1308",0.242,0.717,0.92
"1309",0.237,0.737,0.935
"1310",0.168,0.655,0.906
"1311",0.164,0.651,0.931
"1312",0.229,0.766,0.944
"1313",0.299,0.804,0.937
"1314",0.232,0.818,0.959
"1315",0.137,0.698,0.929
"1316",0.129,0.57,0.882
"1317",0.342,0.829,0.951
"1318",0.123,0.636,0.91
"1319",0.176,0.603,0.911
"1320",0.155,0.663,0.924
"1321",0.436,0.86,0.957
"1322",0.233,0.768,0.949
"1323",0.242,0.732,0.909
"1324",0.409,0.875,0.967
"1325",0.345,0.816,0.959
"1326",0.144,0.505,0.85
"1327",0.248,0.769,0.954
"1328",0.346,0.825,0.966
"1329",0.347,0.824,0.956
"1330",0.306,0.807,0.939
"1331",0.062,0.463,0.841
"1332",0.139,0.57,0.902
"1333",0.177,0.606,0.896
"1334",0.255,0.755,0.962
"1335",0.206,0.682,0.901
"1336",0.143,0.574,0.872
"1337",0.175,0.684,0.902
"1338",0.115,0.57,0.876
"1339",0.342,0.86,0.972
"1340",0.19,0.624,0.915
"1341",0.199,0.666,0.895
"1342",0.233,0.772,0.94
"1343",0.207,0.781,0.941
"1344",0.173,0.604,0.898
"1345",0.113,0.65,0.907
"1346",0.215,0.699,0.919
"1347",0.124,0.71,0.924
